Gene_Name	Num_Events	APA_ID	Transcript	Gene	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	simB5.PAU	simB4.PAU	simB3.PAU	simB2.PAU	simB1.PAU	simA5.PAU	simA4.PAU	simA3.PAU	simA2.PAU	simA1.PAU
KMT5B	2	ENSG00000110066.15_1_D	L00000304363.9	ENSG00000110066.15	chr11	68153862	68159171	-	68153862	68157687	3825	26.953	28.562	28.536	29.532	26.955	91.681	81.065	81.077	88.3	86.459
KMT5B	2	ENSG00000110066.15_2_P	L00000304363.9	ENSG00000110066.15	chr11	68154862	68159171	-	68154862	68157687	2825	73.047	71.438	71.464	70.468	73.045	8.319	18.935	18.923	11.7	13.541
KNCN	2	ENSG00000162456.10_1_D	L00000481882.7	ENSG00000162456.10	chr1	46544640	46547809	-	46544640	46547729	3089	29.323	31.441	30.419	25.796	26.762	79.315	69.227	86.849	86.769	88.107
KNCN	2	ENSG00000162456.10_2_P	L00000481882.7	ENSG00000162456.10	chr1	46545640	46547809	-	46545640	46547729	2089	70.677	68.559	69.581	74.204	73.238	20.685	30.773	13.151	13.231	11.893
KNDC1	2	ENSG00000171798.18_1_P	L00000304613.8	ENSG00000171798.18	chr10	133224658	133226412	+	133224890	133226412	1522	31.929	30.759	28.642	28.915	30.509	68.965	69.574	61.897	65.425	64.182
KNDC1	2	ENSG00000171798.18_2_D	L00000304613.8	ENSG00000171798.18	chr10	133224658	133227412	+	133224890	133227412	2522	68.071	69.241	71.358	71.085	69.491	31.035	30.426	38.103	34.575	35.818
KNL1	2	ENSG00000137812.20_1_P	L00000346991.9	ENSG00000137812.20	chr15	40662073	40664342	+	40662188	40664342	2154	24.666	25.72	26.363	25.884	25.799	89.17	85.997	86.711	87.516	89.474
KNL1	2	ENSG00000137812.20_2_D	L00000346991.9	ENSG00000137812.20	chr15	40662073	40665342	+	40662188	40665342	3154	75.334	74.28	73.637	74.116	74.201	10.83	14.003	13.289	12.484	10.526
KNOP1	2	ENSG00000103550.14_1_D	L00000219837.12	ENSG00000103550.14	chr16	19700936	19707221	-	19700936	19706909	5973	77.633	79.297	75.288	76.849	74.971	21.891	25.515	24.826	24.425	23.453
KNOP1	2	ENSG00000103550.14_2_P	L00000219837.12	ENSG00000103550.14	chr16	19701936	19707221	-	19701936	19706909	4973	22.367	20.703	24.712	23.151	25.029	78.109	74.485	75.174	75.575	76.547
KNSTRN	2	ENSG00000128944.13_1_P	L00000416151.6	ENSG00000128944.13	chr15	40393192	40394154	+	40393231	40394154	923	41.318	46.71	49.603	36.174	56.724	45.008	46.803	46.769	41.547	45.38
KNSTRN	2	ENSG00000128944.13_2_D	L00000416151.6	ENSG00000128944.13	chr15	40393192	40395154	+	40393231	40395154	1923	58.682	53.29	50.397	63.826	43.276	54.992	53.197	53.231	58.453	54.62
KNTC1	2	ENSG00000184445.12_1_P	L00000333479.12	ENSG00000184445.12	chr12	122626204	122626396	+	122626228	122626396	168	93.163	93.104	92.924	93.256	92.517	57.809	69.736	64.141	60.92	67.971
KNTC1	2	ENSG00000184445.12_2_D	L00000333479.12	ENSG00000184445.12	chr12	122626204	122627396	+	122626228	122627396	1168	6.837	6.896	7.076	6.744	7.483	42.191	30.264	35.859	39.08	32.029
KRCC1	2	ENSG00000172086.9_1_D	L00000347055.4	ENSG00000172086.9	chr2	88026204	88028585	-	88026204	88027783	1579	25.051	22.481	24.807	23.299	24.107	63.466	69.63	66.158	63.855	69.521
KRCC1	2	ENSG00000172086.9_2_P	L00000347055.4	ENSG00000172086.9	chr2	88027204	88028585	-	88027204	88027783	579	74.949	77.519	75.193	76.701	75.893	36.534	30.37	33.842	36.145	30.479
KRIT1	2	ENSG00000001631.16_1_D	L00000394507.5	ENSG00000001631.16	chr7	92197968	92200804	-	92197968	92200735	2767	86.365	74.896	79.419	78.092	80.391	18.808	15.162	15.436	14.059	16.498
KRIT1	2	ENSG00000001631.16_2_P	L00000394507.5	ENSG00000001631.16	chr7	92198968	92200804	-	92198968	92200735	1767	13.635	25.104	20.581	21.908	19.609	81.192	84.838	84.564	85.941	83.502
KRT14	2	ENSG00000186847.6_1_D	L00000167586.7	ENSG00000186847.6	chr17	41581278	41582532	-	41581278	41582434	1156	20.16	23.589	26.031	28.986	28.145	29.883	28.997	26.219	31.176	28.749
KRT14	2	ENSG00000186847.6_2_P	L00000167586.7	ENSG00000186847.6	chr17	41582278	41582532	-	41582278	41582434	156	79.84	76.411	73.969	71.014	71.855	70.117	71.003	73.781	68.824	71.251
KRT16	2	ENSG00000186832.9_1_D	L00000301653.9	ENSG00000186832.9	chr17	41608777	41610029	-	41608777	41609934	1157	30.821	29.378	34.411	29.659	37.579	32.575	27.225	30.518	34.354	34.206
KRT16	2	ENSG00000186832.9_2_P	L00000301653.9	ENSG00000186832.9	chr17	41609777	41610029	-	41609777	41609934	157	69.179	70.622	65.589	70.341	62.421	67.425	72.775	69.482	65.646	65.794
KRT17	2	ENSG00000128422.17_1_D	L00000311208.13	ENSG00000128422.17	chr17	41618441	41619688	-	41618441	41619593	1152	7.848	8.269	8.23	8.26	8.325	57.661	52.072	45.93	46.515	36.067
KRT17	2	ENSG00000128422.17_2_P	L00000311208.13	ENSG00000128422.17	chr17	41619441	41619688	-	41619441	41619593	152	92.152	91.731	91.77	91.74	91.675	42.339	47.928	54.07	53.485	63.933
KRT23	2	ENSG00000108244.17_1_D	L00000209718.8	ENSG00000108244.17	chr17	40921699	40923083	-	40921699	40922988	1289	18.671	19.608	15.292	15.911	15.292	55.372	52.585	55.275	51.878	47.333
KRT23	2	ENSG00000108244.17_2_P	L00000209718.8	ENSG00000108244.17	chr17	40922699	40923083	-	40922699	40922988	289	81.329	80.392	84.708	84.089	84.708	44.628	47.415	44.725	48.122	52.667
KRT33B	2	ENSG00000131738.11_1_D	L00000251646.8	ENSG00000131738.11	chr17	41362497	41363953	-	41362497	41363835	1338	8.342	8.198	9.274	7.13	9.376	61.057	52.345	72.954	58.315	52.799
KRT33B	2	ENSG00000131738.11_2_P	L00000251646.8	ENSG00000131738.11	chr17	41363497	41363953	-	41363497	41363835	338	91.658	91.802	90.726	92.87	90.624	38.943	47.655	27.046	41.685	47.201
KRT39	2	ENSG00000196859.8_1_D	L00000355612.7	ENSG00000196859.8	chr17	40957416	40958859	-	40957416	40958600	1184	46.773	49.715	46.73	45.413	43.193	11.093	10.495	11.748	11.545	12.225
KRT39	2	ENSG00000196859.8_2_P	L00000355612.7	ENSG00000196859.8	chr17	40958416	40958859	-	40958416	40958600	184	53.227	50.285	53.27	54.587	56.807	88.907	89.505	88.252	88.455	87.775
KRT40	2	ENSG00000204889.10_1_D	L00000377755.8	ENSG00000204889.10	chr17	40976715	40978296	-	40976715	40978196	1481	54.738	50.732	57.629	51.663	53.655	26.272	21.976	15.408	31.299	24.125
KRT40	2	ENSG00000204889.10_2_P	L00000377755.8	ENSG00000204889.10	chr17	40977715	40978296	-	40977715	40978196	481	45.262	49.268	42.371	48.337	46.345	73.728	78.024	84.592	68.701	75.875
KRT6A	2	ENSG00000205420.11_1_D	L00000330722.7	ENSG00000205420.11	chr12	52486175	52487955	-	52486175	52487719	1544	62.626	70.887	72.268	77.043	82.403	24.454	24.094	23.653	24.253	25.345
KRT6A	2	ENSG00000205420.11_2_P	L00000330722.7	ENSG00000205420.11	chr12	52487175	52487955	-	52487175	52487719	544	37.374	29.113	27.732	22.957	17.597	75.546	75.906	76.347	75.747	74.655
KRT73	2	ENSG00000186049.8_1_D	L00000305748.7	ENSG00000186049.8	chr12	52606569	52608452	-	52606569	52608195	1626	44.727	43.585	47.27	43.044	44.57	49.907	45.447	46.462	49.073	51.922
KRT73	2	ENSG00000186049.8_2_P	L00000305748.7	ENSG00000186049.8	chr12	52607569	52608452	-	52607569	52608195	626	55.273	56.415	52.73	56.956	55.43	50.093	54.553	53.538	50.927	48.078
KRT75	2	ENSG00000170454.6_1_D	L00000252245.6	ENSG00000170454.6	chr12	52423069	52424755	-	52423069	52424516	1447	39.949	39.833	37.324	43.4	32.205	39.27	43.716	36.94	35.242	37.238
KRT75	2	ENSG00000170454.6_2_P	L00000252245.6	ENSG00000170454.6	chr12	52424069	52424755	-	52424069	52424516	447	60.051	60.167	62.676	56.6	67.795	60.73	56.284	63.06	64.758	62.762
KRT77	2	ENSG00000189182.10_1_D	L00000341809.8	ENSG00000189182.10	chr12	52688625	52691439	-	52688625	52691164	2539	54.586	54.18	49.557	44.631	56.207	39.206	50.441	48.31	47.166	46.425
KRT77	2	ENSG00000189182.10_2_P	L00000341809.8	ENSG00000189182.10	chr12	52689625	52691439	-	52689625	52691164	1539	45.414	45.82	50.443	55.369	43.793	60.794	49.559	51.69	52.834	53.575
KRT78	2	ENSG00000170423.13_1_D	L00000304620.5	ENSG00000170423.13	chr12	52836806	52839372	-	52836806	52839112	2306	56.966	55.769	51.718	69.213	52.023	53.732	53.039	51.034	56.244	56.419
KRT78	2	ENSG00000170423.13_2_P	L00000304620.5	ENSG00000170423.13	chr12	52837806	52839372	-	52837806	52839112	1306	43.034	44.231	48.282	30.787	47.977	46.268	46.961	48.966	43.756	43.581
KRT8	2	ENSG00000170421.12_1_D	L00000619952.2	ENSG00000170421.12	chr12	52945613	52948828	-	52945613	52948803	3190	77.176	85.193	74.476	76.397	82.919	21.332	21.095	19.964	20.103	20.308
KRT8	2	ENSG00000170421.12_2_P	L00000619952.2	ENSG00000170421.12	chr12	52946613	52948828	-	52946613	52948803	2190	22.824	14.807	25.524	23.603	17.081	78.668	78.905	80.036	79.897	79.692
KRT81	2	ENSG00000205426.10_1_D	L00000327741.9	ENSG00000205426.10	chr12	52284912	52286493	-	52284912	52286254	1342	10.053	9.702	10.732	11.412	11.267	52.234	52.262	51.54	45.85	46.264
KRT81	2	ENSG00000205426.10_2_P	L00000327741.9	ENSG00000205426.10	chr12	52285912	52286493	-	52285912	52286254	342	89.947	90.298	89.268	88.588	88.733	47.766	47.738	48.46	54.15	53.736
KRT82	2	ENSG00000161850.3_1_D	L00000257974.3	ENSG00000161850.3	chr12	52392930	52395195	-	52392930	52394974	2044	57.147	49.909	58.948	50.895	54.574	51.314	54.552	62.363	39.534	61.344
KRT82	2	ENSG00000161850.3_2_P	L00000257974.3	ENSG00000161850.3	chr12	52393930	52395195	-	52393930	52394974	1044	42.853	50.091	41.052	49.105	45.426	48.686	45.448	37.637	60.466	38.656
KRT84	2	ENSG00000161849.3_1_D	L00000257951.3	ENSG00000161849.3	chr12	52376811	52378380	-	52376811	52378033	1222	32.136	34.125	33.692	31.059	32.437	32.504	42.81	26.184	33.171	39.04
KRT84	2	ENSG00000161849.3_2_P	L00000257951.3	ENSG00000161849.3	chr12	52377811	52378380	-	52377811	52378033	222	67.864	65.875	66.308	68.941	67.563	67.496	57.19	73.816	66.829	60.96
KRT85	2	ENSG00000135443.8_1_D	L00000257901.7	ENSG00000135443.8	chr12	52359005	52361046	-	52359005	52360852	1847	86.745	85.078	77.263	86.424	84.032	26.087	31.472	25.472	28.201	20.538
KRT85	2	ENSG00000135443.8_2_P	L00000257901.7	ENSG00000135443.8	chr12	52360005	52361046	-	52360005	52360852	847	13.255	14.922	22.737	13.576	15.968	73.913	68.528	74.528	71.799	79.462
KRTAP1-4	2	ENSG00000204887.4_1_D	L00000377747.4	ENSG00000204887.4	chr17	41028696	41030104	-	41028696	41029712	1016	34.019	37.358	49.671	42.134	28.536	47.757	62.892	39.04	37.259	31.997
KRTAP1-4	2	ENSG00000204887.4_2_P	L00000377747.4	ENSG00000204887.4	chr17	41029696	41030104	-	41029696	41029712	16	65.981	62.642	50.329	57.866	71.464	52.243	37.108	60.96	62.741	68.003
KRTAP10-11	2	ENSG00000243489.4_1_P	L00000334670.9	ENSG00000243489.4	chr21	44646413	44647650	+	44647355	44647650	295	43.556	46.381	44.208	51.513	49.044	39.547	44.539	44.12	42.444	51.587
KRTAP10-11	2	ENSG00000243489.4_2_D	L00000334670.9	ENSG00000243489.4	chr21	44646413	44648650	+	44647355	44648650	1295	56.444	53.619	55.792	48.487	50.956	60.453	55.461	55.88	57.556	48.413
KRTAP10-12	2	ENSG00000189169.7_1_P	L00000400365.3	ENSG00000189169.7	chr21	44697171	44698044	+	44697939	44698044	105	80.26	79.595	81.688	81.359	78.105	31.458	29.917	22.067	27.506	30.084
KRTAP10-12	2	ENSG00000189169.7_2_D	L00000400365.3	ENSG00000189169.7	chr21	44697171	44699044	+	44697939	44699044	1105	19.74	20.405	18.312	18.641	21.895	68.542	70.083	77.933	72.494	69.916
KRTAP13-3	2	ENSG00000240432.3_1_D	L00000390690.2	ENSG00000240432.3	chr21	30424264	30425968	-	30424264	30425393	1129	16.683	16.157	15.817	19.682	21.56	90.935	68.257	69.99	71.496	71.567
KRTAP13-3	2	ENSG00000240432.3_2_P	L00000390690.2	ENSG00000240432.3	chr21	30425264	30425968	-	30425264	30425393	129	83.317	83.843	84.183	80.318	78.44	9.065	31.743	30.01	28.504	28.433
KRTAP13-4	2	ENSG00000186971.3_1_P	L00000334068.3	ENSG00000186971.3	chr21	30430229	30431026	+	30430758	30431026	268	73.713	69.208	73.205	72.002	74.202	28.682	30.664	32.532	40.274	32.831
KRTAP13-4	2	ENSG00000186971.3_2_D	L00000334068.3	ENSG00000186971.3	chr21	30430229	30432026	+	30430758	30432026	1268	26.287	30.792	26.795	27.998	25.798	71.318	69.336	67.468	59.726	67.169
KRTAP19-1	2	ENSG00000184351.8_1_D	L00000390689.3	ENSG00000184351.8	chr21	30478705	30480367	-	30478705	30480044	1339	40.108	46.139	44.282	45.045	45.998	43.95	45.543	42.961	45.362	45.259
KRTAP19-1	2	ENSG00000184351.8_2_P	L00000390689.3	ENSG00000184351.8	chr21	30479705	30480367	-	30479705	30480044	339	59.892	53.861	55.718	54.955	54.002	56.05	54.457	57.039	54.638	54.741
KRTAP19-2	2	ENSG00000186965.5_1_D	L00000334055.5	ENSG00000186965.5	chr21	30486042	30487436	-	30486042	30487189	1147	20.544	20.35	20.961	20.316	21.427	64.039	54.14	52.799	54.372	62.53
KRTAP19-2	2	ENSG00000186965.5_2_P	L00000334055.5	ENSG00000186965.5	chr21	30487042	30487436	-	30487042	30487189	147	79.456	79.65	79.039	79.684	78.573	35.961	45.86	47.201	45.628	37.47
KRTAP2-3	2	ENSG00000212724.3_1_D	L00000391418.3	ENSG00000212724.3	chr17	41058239	41060114	-	41058239	41059663	1424	52.87	52.054	49.822	49.746	55.633	54.336	53.653	49.483	52.264	48.149
KRTAP2-3	2	ENSG00000212724.3_2_P	L00000391418.3	ENSG00000212724.3	chr17	41059239	41060114	-	41059239	41059663	424	47.13	47.946	50.178	50.254	44.367	45.664	46.347	50.517	47.736	51.851
KRTAP20-1	2	ENSG00000244624.3_1_P	L00000334664.3	ENSG00000244624.3	chr21	30616424	30616699	+	30616625	30616699	74	89.214	89.753	89.5	88.171	89.735	40.18	35.741	38.961	38.646	35.186
KRTAP20-1	2	ENSG00000244624.3_2_D	L00000334664.3	ENSG00000244624.3	chr21	30616424	30617699	+	30616625	30617699	1074	10.786	10.247	10.5	11.829	10.265	59.82	64.259	61.039	61.354	64.814
KRTAP20-4	2	ENSG00000206105.2_1_P	L00000382828.2	ENSG00000206105.2	chr21	30620626	30620850	+	30620792	30620850	58	66.56	70.006	59.82	46.74	70.516	55.32	39.657	64.415	54.851	57.992
KRTAP20-4	2	ENSG00000206105.2_2_D	L00000382828.2	ENSG00000206105.2	chr21	30620626	30621850	+	30620792	30621850	1058	33.44	29.994	40.18	53.26	29.484	44.68	60.343	35.585	45.149	42.008
KRTAP23-1	2	ENSG00000186980.7_1_D	L00000334160.6	ENSG00000186980.7	chr21	30347398	30348606	-	30347398	30348408	1010	61.063	49.084	46.794	54.707	42.753	54.865	62.05	56.113	57.406	56.486
KRTAP23-1	2	ENSG00000186980.7_2_P	L00000334160.6	ENSG00000186980.7	chr21	30348398	30348606	-	30348398	30348408	10	38.937	50.916	53.206	45.293	57.247	45.135	37.95	43.887	42.594	43.514
KRTAP27-1	2	ENSG00000206107.2_1_D	L00000382835.2	ENSG00000206107.2	chr21	30336012	30337694	-	30336012	30337044	1032	47.872	43.845	60.663	45.536	62.377	47.991	50.18	49.157	50.502	49.884
KRTAP27-1	2	ENSG00000206107.2_2_P	L00000382835.2	ENSG00000206107.2	chr21	30337012	30337694	-	30337012	30337044	32	52.128	56.155	39.337	54.464	37.623	52.009	49.82	50.843	49.498	50.116
KRTAP3-3	2	ENSG00000212899.3_1_D	L00000391586.3	ENSG00000212899.3	chr17	40992429	40994164	-	40992429	40993800	1371	59.019	46.883	51.609	55.967	49.89	55.077	50.721	49.719	51.621	48.486
KRTAP3-3	2	ENSG00000212899.3_2_P	L00000391586.3	ENSG00000212899.3	chr17	40993429	40994164	-	40993429	40993800	371	40.981	53.117	48.391	44.033	50.11	44.923	49.279	50.281	48.379	51.514
KRTAP4-11	2	ENSG00000212721.4_1_D	L00000391413.4	ENSG00000212721.4	chr17	41116180	41118373	-	41116180	41117727	1547	52.546	52.011	54.263	50.247	53.31	58.941	52.287	49.866	50.469	63.657
KRTAP4-11	2	ENSG00000212721.4_2_P	L00000391413.4	ENSG00000212721.4	chr17	41117180	41118373	-	41117180	41117727	547	47.454	47.989	45.737	49.753	46.69	41.059	47.713	50.134	49.531	36.343
KRTAP4-3	2	ENSG00000196156.5_1_D	L00000391356.4	ENSG00000196156.5	chr17	41166230	41168221	-	41166230	41167584	1354	51.426	50.739	52.868	51.419	56.534	50.875	51.976	57.271	45.567	51.294
KRTAP4-3	2	ENSG00000196156.5_2_P	L00000391356.4	ENSG00000196156.5	chr17	41167230	41168221	-	41167230	41167584	354	48.574	49.261	47.132	48.581	43.466	49.125	48.024	42.729	54.433	48.706
KRTAP4-4	2	ENSG00000171396.12_1_D	L00000390661.5	ENSG00000171396.12	chr17	41158648	41160748	-	41158648	41160190	1542	74.331	69.667	69.885	69.825	67.515	23.212	23.623	24.39	22.172	22.464
KRTAP4-4	2	ENSG00000171396.12_2_P	L00000390661.5	ENSG00000171396.12	chr17	41159648	41160748	-	41159648	41160190	542	25.669	30.333	30.115	30.175	32.485	76.788	76.377	75.61	77.828	77.536
KRTAP4-9	2	ENSG00000212722.7_1_P	L00000391415.1	ENSG00000212722.7	chr17	41105331	41106488	+	41106021	41106488	467	67.576	65.25	64.213	65.889	64.209	0	0	10.08	16.924	12.447
KRTAP4-9	2	ENSG00000212722.7_2_D	L00000391415.1	ENSG00000212722.7	chr17	41105331	41107488	+	41106021	41107488	1467	32.424	34.75	35.787	34.111	35.791	100	100	89.92	83.076	87.553
KRTAP6-2	2	ENSG00000186930.4_1_D	L00000334897.4	ENSG00000186930.4	chr21	30597589	30598902	-	30597589	30598685	1096	35.945	35.136	28.943	36.881	33.986	33.565	39.482	39.713	29.21	41.578
KRTAP6-2	2	ENSG00000186930.4_2_P	L00000334897.4	ENSG00000186930.4	chr21	30598589	30598902	-	30598589	30598685	96	64.055	64.864	71.057	63.119	66.014	66.435	60.518	60.287	70.79	58.422
KRTAP8-1	2	ENSG00000183640.6_1_D	L00000329621.6	ENSG00000183640.6	chr21	30811696	30813274	-	30811696	30813028	1332	66.309	57.732	54.164	57.82	78.986	13.271	14.17	14.348	14.361	14.008
KRTAP8-1	2	ENSG00000183640.6_2_P	L00000329621.6	ENSG00000183640.6	chr21	30812696	30813274	-	30812696	30813028	332	33.691	42.268	45.836	42.18	21.014	86.729	85.83	85.652	85.639	85.992
KRTAP9-3	2	ENSG00000204873.5_1_P	L00000411528.4	ENSG00000204873.5	chr17	41232448	41233454	+	41232981	41233454	473	53.226	48.227	51.533	49.247	47.183	49.323	47.266	49.253	48.899	50.591
KRTAP9-3	2	ENSG00000204873.5_2_D	L00000411528.4	ENSG00000204873.5	chr17	41232448	41234454	+	41232981	41234454	1473	46.774	51.773	48.467	50.753	52.817	50.677	52.734	50.747	51.101	49.409
KRTAP9-4	2	ENSG00000241595.2_1_P	L00000334109.3	ENSG00000241595.2	chr17	41249686	41250653	+	41250185	41250653	468	32.439	31.981	29.892	31.725	35.698	83.172	88.431	80.628	82.325	72.394
KRTAP9-4	2	ENSG00000241595.2_2_D	L00000334109.3	ENSG00000241595.2	chr17	41249686	41251653	+	41250185	41251653	1468	67.561	68.019	70.108	68.275	64.302	16.828	11.569	19.372	17.675	27.606
KRTAP9-8	2	ENSG00000187272.7_1_P	L00000254072.7	ENSG00000187272.7	chr17	41237998	41239004	+	41238531	41239004	473	22.997	21.302	25.384	26.219	20.98	89.363	88.009	90.959	88.288	88.733
KRTAP9-8	2	ENSG00000187272.7_2_D	L00000254072.7	ENSG00000187272.7	chr17	41237998	41240004	+	41238531	41240004	1473	77.003	78.698	74.616	73.781	79.02	10.637	11.991	9.041	11.712	11.267
KSR1	2	ENSG00000141068.14_1_P	L00000398988.7	ENSG00000141068.14	chr17	27621928	27626438	+	27621935	27626438	4503	45.31	42.26	38.958	54.878	33.971	37.714	45.843	34.474	35.019	32.741
KSR1	2	ENSG00000141068.14_2_D	L00000398988.7	ENSG00000141068.14	chr17	27621928	27627438	+	27621935	27627438	5503	54.69	57.74	61.042	45.122	66.029	62.286	54.157	65.526	64.981	67.259
KY	2	ENSG00000174611.12_1_D	L00000423778.7	ENSG00000174611.12	chr3	134598922	134604474	-	134598922	134603578	4656	61.502	64.78	58.64	59.249	57.411	59.116	55.239	61.895	56.611	60.995
KY	2	ENSG00000174611.12_2_P	L00000423778.7	ENSG00000174611.12	chr3	134599922	134604474	-	134599922	134603578	3656	38.498	35.22	41.36	40.751	42.589	40.884	44.761	38.105	43.389	39.005
L1CAM	2	ENSG00000198910.14_1_D	L00000370060.7	ENSG00000198910.14	chrX	153860515	153862894	-	153860515	153862662	2147	32.576	31.881	34.201	31.9	34.042	83.024	71.97	79.997	71.751	71.121
L1CAM	2	ENSG00000198910.14_2_P	L00000370060.7	ENSG00000198910.14	chrX	153861515	153862894	-	153861515	153862662	1147	67.424	68.119	65.799	68.1	65.958	16.976	28.03	20.003	28.249	28.879
L2HGDH	2	ENSG00000087299.12_1_D	L00000267436.9	ENSG00000087299.12	chr14	50241433	50247253	-	50241433	50247057	5624	41.634	38.672	43.84	43.186	45.188	77.352	69.053	75.319	73.481	69.209
L2HGDH	2	ENSG00000087299.12_2_P	L00000267436.9	ENSG00000087299.12	chr14	50242433	50247253	-	50242433	50247057	4624	58.366	61.328	56.16	56.814	54.812	22.648	30.947	24.681	26.519	30.791
L3MBTL2	2	ENSG00000100395.15_1_P	L00000216237.10	ENSG00000100395.15	chr22	41230138	41231271	+	41230251	41231271	1020	45.904	57.484	55.375	57.904	49.11	44.639	56.503	51.696	56.147	49.66
L3MBTL2	2	ENSG00000100395.15_2_D	L00000216237.10	ENSG00000100395.15	chr22	41230138	41232271	+	41230251	41232271	2020	54.096	42.516	44.625	42.096	50.89	55.361	43.497	48.304	43.853	50.34
LACRT	2	ENSG00000135413.9_1_D	L00000257867.5	ENSG00000135413.9	chr12	54629810	54630953	-	54629810	54630891	1081	30.159	27.352	26.566	24.756	31.648	33.457	26.917	33.463	30.439	27.026
LACRT	2	ENSG00000135413.9_2_P	L00000257867.5	ENSG00000135413.9	chr12	54630810	54630953	-	54630810	54630891	81	69.841	72.648	73.434	75.244	68.352	66.543	73.083	66.537	69.561	72.974
LAD1	2	ENSG00000159166.15_1_D	L00000391967.7	ENSG00000159166.15	chr1	201379832	201381893	-	201379832	201381887	2055	76.851	80.202	74.732	84.956	77.906	23.433	23.465	27.811	26.851	27.837
LAD1	2	ENSG00000159166.15_2_P	L00000391967.7	ENSG00000159166.15	chr1	201380832	201381893	-	201380832	201381887	1055	23.149	19.798	25.268	15.044	22.094	76.567	76.535	72.189	73.149	72.163
LAG3	2	ENSG00000089692.9_1_P	L00000203629.3	ENSG00000089692.9	chr12	6778243	6778455	+	6778390	6778455	65	81.275	74.15	78.137	76.148	74.487	76.484	73.86	74.687	76.927	75.433
LAG3	2	ENSG00000089692.9_2_D	L00000203629.3	ENSG00000089692.9	chr12	6778243	6779455	+	6778390	6779455	1065	18.725	25.85	21.863	23.852	25.513	23.516	26.14	25.313	23.073	24.567
LAGE3	2	ENSG00000196976.7_1_D	L00000357360.4	ENSG00000196976.7	chrX	154476768	154478058	-	154476768	154477943	1175	47.597	47.172	45.181	41.056	45.11	42.593	43.688	44.788	42.753	44.558
LAGE3	2	ENSG00000196976.7_2_P	L00000357360.4	ENSG00000196976.7	chrX	154477768	154478058	-	154477768	154477943	175	52.403	52.828	54.819	58.944	54.89	57.407	56.312	55.212	57.247	55.442
LAIR1	2	ENSG00000167613.16_1_D	L00000391742.7	ENSG00000167613.16	chr19	54350383	54355414	-	54350383	54355267	4884	85.448	82.515	85.003	70.453	74.718	19.954	28.633	27.726	27.94	28.702
LAIR1	2	ENSG00000167613.16_2_P	L00000391742.7	ENSG00000167613.16	chr19	54351383	54355414	-	54351383	54355267	3884	14.552	17.485	14.997	29.547	25.282	80.046	71.367	72.274	72.06	71.298
LAMB1	2	ENSG00000091136.15_1_D	L00000222399.11	ENSG00000091136.15	chr7	107922798	107924087	-	107922798	107923950	1152	42.474	38.582	43.014	50.731	41.707	5.627	5.616	4.528	5.308	5.556
